,Town,Centroide,Percentil,D_long,D_lat
3169,Donostia/San Sebastian,POINT (-1.972046044963905 43.316359433714396),1,-1.972046044963905,43.316359433714396
3170,Donostia/San Sebastian,POINT (-1.9763077868704975 43.303582965349534),2,-1.9763077868704975,43.303582965349534
3171,Donostia/San Sebastian,POINT (-1.9421379355746318 43.32048641862239),2,-1.9421379355746318,43.32048641862239
3172,Donostia/San Sebastian,POINT (-1.9859906492831372 43.316252644033966),4,-1.9859906492831372,43.316252644033966
3173,Donostia/San Sebastian,POINT (-1.9905645520214281 43.291899005113336),4,-1.9905645520214281,43.291899005113336
3174,Donostia/San Sebastian,POINT (-1.965062538241796 43.31977780096685),2,-1.965062538241796,43.31977780096685
3175,Donostia/San Sebastian,POINT (-1.9361885298738726 43.31690004557285),1,-1.9361885298738726,43.31690004557285
3176,Donostia/San Sebastian,POINT (-1.9873195383885482 43.31511546138669),4,-1.9873195383885482,43.31511546138669
3177,Donostia/San Sebastian,POINT (-1.9637992713188028 43.29223138268707),4,-1.9637992713188028,43.29223138268707
3178,Donostia/San Sebastian,POINT (-1.9591059500466184 43.31804122574943),2,-1.9591059500466184,43.31804122574943
3179,Donostia/San Sebastian,POINT (-1.9854919559562654 43.32373597068015),2,-1.9854919559562654,43.32373597068015
3180,Donostia/San Sebastian,POINT (-1.9759870003265334 43.32232083552414),3,-1.9759870003265334,43.32232083552414
3181,Donostia/San Sebastian,POINT (-1.9187831502893518 43.31076696649217),1,-1.9187831502893518,43.31076696649217
3182,Donostia/San Sebastian,POINT (-1.9858567011107282 43.32288595125198),3,-1.9858567011107282,43.32288595125198
3183,Donostia/San Sebastian,POINT (-1.9668394528228619 43.292994357045735),4,-1.9668394528228619,43.292994357045735
3184,Donostia/San Sebastian,POINT (-1.9717762163740775 43.31609945657871),1,-1.9717762163740775,43.31609945657871
3185,Donostia/San Sebastian,POINT (-2.004993161635292 43.313078146863795),3,-2.004993161635292,43.313078146863795
3186,Donostia/San Sebastian,POINT (-1.971701304897154 43.31807420545564),2,-1.971701304897154,43.31807420545564
3187,Donostia/San Sebastian,POINT (-1.9455680196402405 43.31687340184479),1,-1.9455680196402405,43.31687340184479
3188,Donostia/San Sebastian,POINT (-1.9801864756818843 43.31657217931967),3,-1.9801864756818843,43.31657217931967
3189,Donostia/San Sebastian,POINT (-1.9664930076116989 43.30984894083682),1,-1.9664930076116989,43.30984894083682
3190,Donostia/San Sebastian,POINT (-1.9801458399708158 43.32058034891782),4,-1.9801458399708158,43.32058034891782
3191,Donostia/San Sebastian,POINT (-2.0046779740599923 43.31579652590878),4,-2.0046779740599923,43.31579652590878
3192,Donostia/San Sebastian,POINT (-1.9732095871641686 43.323012082632424),2,-1.9732095871641686,43.323012082632424
3193,Donostia/San Sebastian,POINT (-1.9740422338631014 43.319374221671495),3,-1.9740422338631014,43.319374221671495
3194,Donostia/San Sebastian,POINT (-1.9293351925663262 43.318699735985284),1,-1.9293351925663262,43.318699735985284
3195,Donostia/San Sebastian,POINT (-1.9883599566990828 43.31198292893113),4,-1.9883599566990828,43.31198292893113
3196,Donostia/San Sebastian,POINT (-1.984221026228129 43.31571000449544),4,-1.984221026228129,43.31571000449544
3197,Donostia/San Sebastian,POINT (-2.0000282289492413 43.31158761749271),4,-2.0000282289492413,43.31158761749271
3198,Donostia/San Sebastian,POINT (-1.9465632088846683 43.3205529408362),3,-1.9465632088846683,43.3205529408362
3199,Donostia/San Sebastian,POINT (-1.9937125445703843 43.30108672578368),4,-1.9937125445703843,43.30108672578368
3200,Donostia/San Sebastian,POINT (-1.9814332362223868 43.32108487408836),4,-1.9814332362223868,43.32108487408836
3201,Donostia/San Sebastian,POINT (-1.9907854863491468 43.29015358057051),4,-1.9907854863491468,43.29015358057051
3202,Donostia/San Sebastian,POINT (-2.0348087256969642 43.30972903291991),2,-2.0348087256969642,43.30972903291991
3203,Donostia/San Sebastian,POINT (-1.9594571761237805 43.32205211346403),3,-1.9594571761237805,43.32205211346403
3204,Donostia/San Sebastian,POINT (-1.9531892593526148 43.31800124373944),1,-1.9531892593526148,43.31800124373944
3205,Donostia/San Sebastian,POINT (-1.9340122864282652 43.31841453197447),1,-1.9340122864282652,43.31841453197447
3206,Donostia/San Sebastian,POINT (-1.9366401892453953 43.31454439596579),1,-1.9366401892453953,43.31454439596579
3207,Donostia/San Sebastian,POINT (-1.9795825099986486 43.31027880720203),4,-1.9795825099986486,43.31027880720203
3208,Donostia/San Sebastian,POINT (-1.9553823817392868 43.29530023210077),1,-1.9553823817392868,43.29530023210077
3209,Donostia/San Sebastian,POINT (-1.9812589267713503 43.321194462896436),4,-1.9812589267713503,43.321194462896436
3210,Donostia/San Sebastian,POINT (-1.9662289446869414 43.309560775011946),1,-1.9662289446869414,43.309560775011946
3211,Donostia/San Sebastian,POINT (-1.9831996257244908 43.32310935150014),2,-1.9831996257244908,43.32310935150014
3212,Donostia/San Sebastian,POINT (-1.9559900892620938 43.31311600854409),2,-1.9559900892620938,43.31311600854409
3213,Donostia/San Sebastian,POINT (-1.9697789139497965 43.32706244798273),3,-1.9697789139497965,43.32706244798273
3214,Donostia/San Sebastian,POINT (-1.974786566371055 43.30375090326538),2,-1.974786566371055,43.30375090326538
3215,Donostia/San Sebastian,POINT (-1.9668826676832991 43.315530445978595),2,-1.9668826676832991,43.315530445978595
3216,Donostia/San Sebastian,POINT (-2.0135517698092933 43.30699927058893),4,-2.0135517698092933,43.30699927058893
3217,Donostia/San Sebastian,POINT (-1.9952138817424672 43.29224970531416),4,-1.9952138817424672,43.29224970531416
3218,Donostia/San Sebastian,POINT (-1.9929414006862538 43.30935453905718),4,-1.9929414006862538,43.30935453905718
3219,Donostia/San Sebastian,POINT (-1.9470723367263694 43.32000265471831),3,-1.9470723367263694,43.32000265471831
3220,Donostia/San Sebastian,POINT (-1.9909870623976558 43.314410600485104),4,-1.9909870623976558,43.314410600485104
3221,Donostia/San Sebastian,POINT (-1.9886987031760612 43.3149387965354),4,-1.9886987031760612,43.3149387965354
3222,Donostia/San Sebastian,POINT (-1.9302162490170869 43.31658832728864),1,-1.9302162490170869,43.31658832728864
3223,Donostia/San Sebastian,POINT (-1.9846151213606076 43.31767228443868),4,-1.9846151213606076,43.31767228443868
3224,Donostia/San Sebastian,POINT (-2.001605773011733 43.31217021340053),3,-2.001605773011733,43.31217021340053
3225,Donostia/San Sebastian,POINT (-1.9545778523354964 43.319655470646744),1,-1.9545778523354964,43.319655470646744
3226,Donostia/San Sebastian,POINT (-1.9803835206387888 43.32150894603697),4,-1.9803835206387888,43.32150894603697
3227,Donostia/San Sebastian,POINT (-1.9774100174257796 43.288943582468065),4,-1.9774100174257796,43.288943582468065
3228,Donostia/San Sebastian,POINT (-1.9764660474538487 43.3245335786579),4,-1.9764660474538487,43.3245335786579
3229,Donostia/San Sebastian,POINT (-1.9738603743314431 43.32362703368477),2,-1.9738603743314431,43.32362703368477
3230,Donostia/San Sebastian,POINT (-1.9688572489297882 43.30712422666508),2,-1.9688572489297882,43.30712422666508
3231,Donostia/San Sebastian,POINT (-1.9723317550052715 43.306001502792164),3,-1.9723317550052715,43.306001502792164
3232,Donostia/San Sebastian,POINT (-1.9654901769457491 43.29737631655025),2,-1.9654901769457491,43.29737631655025
3233,Donostia/San Sebastian,POINT (-1.9869920551162483 43.30073467422365),3,-1.9869920551162483,43.30073467422365
3234,Donostia/San Sebastian,POINT (-2.0044563448221075 43.29424702913029),4,-2.0044563448221075,43.29424702913029
3235,Donostia/San Sebastian,POINT (-1.9444636503268282 43.31961977150392),1,-1.9444636503268282,43.31961977150392
3236,Donostia/San Sebastian,POINT (-2.000487553056652 43.29407693747812),4,-2.000487553056652,43.29407693747812
3237,Donostia/San Sebastian,POINT (-1.9604133571085518 43.32317448443767),3,-1.9604133571085518,43.32317448443767
3238,Donostia/San Sebastian,POINT (-1.9509252128749648 43.31664465509621),1,-1.9509252128749648,43.31664465509621
3239,Donostia/San Sebastian,POINT (-1.954425361091877 43.2966496711998),1,-1.954425361091877,43.2966496711998
3240,Donostia/San Sebastian,POINT (-1.9916959389576812 43.312355386241386),4,-1.9916959389576812,43.312355386241386
3241,Donostia/San Sebastian,POINT (-2.0362020604146345 43.31026092359606),2,-2.0362020604146345,43.31026092359606
3242,Donostia/San Sebastian,POINT (-1.9832778341175346 43.323093975689694),2,-1.9832778341175346,43.323093975689694
3243,Donostia/San Sebastian,POINT (-1.977170139855127 43.30446716265438),2,-1.977170139855127,43.30446716265438
3244,Donostia/San Sebastian,POINT (-1.9734493095385512 43.32313378362647),2,-1.9734493095385512,43.32313378362647
3245,Donostia/San Sebastian,POINT (-1.9825059277934638 43.317013074746434),4,-1.9825059277934638,43.317013074746434
3246,Donostia/San Sebastian,POINT (-2.00234978336823 43.30141352846838),3,-2.00234978336823,43.30141352846838
3247,Donostia/San Sebastian,POINT (-1.928714313127678 43.318714851782694),1,-1.928714313127678,43.318714851782694
3248,Donostia/San Sebastian,POINT (-1.9414898424476765 43.31083271763035),1,-1.9414898424476765,43.31083271763035
3249,Donostia/San Sebastian,POINT (-1.9954076781473962 43.313795562696285),4,-1.9954076781473962,43.313795562696285
3250,Donostia/San Sebastian,POINT (-1.9668795944272772 43.29899434936062),2,-1.9668795944272772,43.29899434936062
3251,Donostia/San Sebastian,POINT (-1.9744217327111397 43.32165252879325),3,-1.9744217327111397,43.32165252879325
3252,Donostia/San Sebastian,POINT (-1.9721215755487527 43.31772768615183),2,-1.9721215755487527,43.31772768615183
3253,Donostia/San Sebastian,POINT (-1.969974120808524 43.3248817680481),3,-1.969974120808524,43.3248817680481
3254,Donostia/San Sebastian,POINT (-1.9817693910105556 43.31868115010482),4,-1.9817693910105556,43.31868115010482
3255,Donostia/San Sebastian,POINT (-1.980159666644094 43.319261597149726),4,-1.980159666644094,43.319261597149726
3256,Donostia/San Sebastian,POINT (-2.0178788248322936 43.304165990196594),3,-2.0178788248322936,43.304165990196594
3257,Donostia/San Sebastian,POINT (-1.9895920661382611 43.32315762313895),2,-1.9895920661382611,43.32315762313895
3258,Donostia/San Sebastian,POINT (-1.9929466148290176 43.300438849421454),4,-1.9929466148290176,43.300438849421454
3259,Donostia/San Sebastian,POINT (-1.9856623904875628 43.3162758727693),4,-1.9856623904875628,43.3162758727693
3260,Donostia/San Sebastian,POINT (-1.971342616311976 43.31963032919511),3,-1.971342616311976,43.31963032919511
3261,Donostia/San Sebastian,POINT (-1.9623233134396867 43.32454930223729),3,-1.9623233134396867,43.32454930223729
3262,Donostia/San Sebastian,POINT (-1.9340024532343472 43.31518162213718),1,-1.9340024532343472,43.31518162213718
3263,Donostia/San Sebastian,POINT (-1.9729531314247675 43.31694307820401),2,-1.9729531314247675,43.31694307820401
3264,Donostia/San Sebastian,POINT (-1.992436225140203 43.31184227377728),4,-1.992436225140203,43.31184227377728
3265,Donostia/San Sebastian,POINT (-2.0078835619459827 43.31012988006487),3,-2.0078835619459827,43.31012988006487
3266,Donostia/San Sebastian,POINT (-2.0019617242821077 43.313546369896834),3,-2.0019617242821077,43.313546369896834
3267,Donostia/San Sebastian,POINT (-1.9914735102129923 43.29783292110337),4,-1.9914735102129923,43.29783292110337
3268,Donostia/San Sebastian,POINT (-1.9469601449503768 43.31762256411833),2,-1.9469601449503768,43.31762256411833
3269,Donostia/San Sebastian,POINT (-1.9649264650565883 43.31158918674434),2,-1.9649264650565883,43.31158918674434
3270,Donostia/San Sebastian,POINT (-1.9819178852843284 43.31456870008784),3,-1.9819178852843284,43.31456870008784
3271,Donostia/San Sebastian,POINT (-1.9201426249453646 43.31951348519947),1,-1.9201426249453646,43.31951348519947
3272,Donostia/San Sebastian,POINT (-1.9505567035538705 43.32109244431226),3,-1.9505567035538705,43.32109244431226
3273,Donostia/San Sebastian,POINT (-1.9595939732360335 43.31701553816216),2,-1.9595939732360335,43.31701553816216
3274,Donostia/San Sebastian,POINT (-1.9763032800221378 43.32229044974352),3,-1.9763032800221378,43.32229044974352
3275,Donostia/San Sebastian,POINT (-1.9969506123570393 43.30206589468913),4,-1.9969506123570393,43.30206589468913
3276,Donostia/San Sebastian,POINT (-2.0161008504185065 43.305478782389486),4,-2.0161008504185065,43.305478782389486
3277,Donostia/San Sebastian,POINT (-1.9844216578791074 43.323194674346695),2,-1.9844216578791074,43.323194674346695
3278,Donostia/San Sebastian,POINT (-1.9975385715663543 43.307213588770935),3,-1.9975385715663543,43.307213588770935
3279,Donostia/San Sebastian,POINT (-2.0038992565281992 43.31487238818074),4,-2.0038992565281992,43.31487238818074
3280,Donostia/San Sebastian,POINT (-1.9977819349266812 43.301548599624816),4,-1.9977819349266812,43.301548599624816
3281,Donostia/San Sebastian,POINT (-1.9767698781295826 43.323729314631514),3,-1.9767698781295826,43.323729314631514
3282,Donostia/San Sebastian,POINT (-1.9358881128669756 43.31627827285315),1,-1.9358881128669756,43.31627827285315
3283,Donostia/San Sebastian,POINT (-1.9754151895971002 43.32142841888215),3,-1.9754151895971002,43.32142841888215
3284,Donostia/San Sebastian,POINT (-2.015842893730461 43.303541038109664),3,-2.015842893730461,43.303541038109664
3285,Donostia/San Sebastian,POINT (-1.9540224090424527 43.31782003527868),1,-1.9540224090424527,43.31782003527868
3286,Donostia/San Sebastian,POINT (-1.938720674370101 43.315978333689046),1,-1.938720674370101,43.315978333689046
3287,Donostia/San Sebastian,POINT (-1.984914279978355 43.32326406807155),2,-1.984914279978355,43.32326406807155
3288,Donostia/San Sebastian,POINT (-1.9778381235653781 43.31424226986591),2,-1.9778381235653781,43.31424226986591
3289,Donostia/San Sebastian,POINT (-1.980598078337181 43.3149561913192),4,-1.980598078337181,43.3149561913192
3290,Donostia/San Sebastian,POINT (-1.9514773128606668 43.31671400758795),2,-1.9514773128606668,43.31671400758795
3291,Donostia/San Sebastian,POINT (-1.9705227235012794 43.321861332089114),2,-1.9705227235012794,43.321861332089114
3292,Donostia/San Sebastian,POINT (-1.9868857650965797 43.323056532324216),2,-1.9868857650965797,43.323056532324216
3293,Donostia/San Sebastian,POINT (-1.9668665592964125 43.327281255899855),3,-1.9668665592964125,43.327281255899855
3294,Donostia/San Sebastian,POINT (-1.9393020512440386 43.31953823598215),1,-1.9393020512440386,43.31953823598215
3295,Donostia/San Sebastian,POINT (-1.9669854558332445 43.31986710991391),2,-1.9669854558332445,43.31986710991391
3296,Donostia/San Sebastian,POINT (-1.9700543995959408 43.31836190308188),2,-1.9700543995959408,43.31836190308188
3297,Donostia/San Sebastian,POINT (-1.9837924503231275 43.32368054361253),2,-1.9837924503231275,43.32368054361253
3298,Donostia/San Sebastian,POINT (-1.9999271183744793 43.30017343131909),4,-1.9999271183744793,43.30017343131909
3299,Donostia/San Sebastian,POINT (-1.951534941586324 43.31341758700775),2,-1.951534941586324,43.31341758700775
3300,Donostia/San Sebastian,POINT (-1.9674024070166725 43.32048347973309),2,-1.9674024070166725,43.32048347973309
3301,Donostia/San Sebastian,POINT (-1.9544076157377606 43.31172402075593),2,-1.9544076157377606,43.31172402075593
3302,Donostia/San Sebastian,POINT (-1.982885963015782 43.32448574613124),4,-1.982885963015782,43.32448574613124
3303,Donostia/San Sebastian,POINT (-2.0012330559171385 43.314269548203676),4,-2.0012330559171385,43.314269548203676
3304,Donostia/San Sebastian,POINT (-1.9907096434758256 43.2925865744997),4,-1.9907096434758256,43.2925865744997
3305,Donostia/San Sebastian,POINT (-2.0260472706439008 43.31743858796158),2,-2.0260472706439008,43.31743858796158
3306,Donostia/San Sebastian,POINT (-1.9586190597667805 43.31768449099349),2,-1.9586190597667805,43.31768449099349
3307,Donostia/San Sebastian,POINT (-1.996848736497384 43.304114207125345),4,-1.996848736497384,43.304114207125345
3308,Donostia/San Sebastian,POINT (-1.9524510243080153 43.320682762446),3,-1.9524510243080153,43.320682762446
3309,Donostia/San Sebastian,POINT (-2.00573026531968 43.31978575816315),4,-2.00573026531968,43.31978575816315
3310,Donostia/San Sebastian,POINT (-1.9704446467455214 43.32813133522021),3,-1.9704446467455214,43.32813133522021
3311,Donostia/San Sebastian,POINT (-1.9303501910080945 43.31778777345249),1,-1.9303501910080945,43.31778777345249
3312,Donostia/San Sebastian,POINT (-1.9907209379381772 43.29833951095468),3,-1.9907209379381772,43.29833951095468
3313,Donostia/San Sebastian,POINT (-2.004154616239207 43.313322062675375),3,-2.004154616239207,43.313322062675375
3314,Donostia/San Sebastian,POINT (-2.0018432261413834 43.31251482920865),3,-2.0018432261413834,43.31251482920865
3315,Donostia/San Sebastian,POINT (-1.944228523545234 43.3185102885734),1,-1.944228523545234,43.3185102885734
3316,Donostia/San Sebastian,POINT (-1.9832389318439467 43.31870171407005),4,-1.9832389318439467,43.31870171407005
3317,Donostia/San Sebastian,POINT (-2.0255496213760398 43.31832572894636),2,-2.0255496213760398,43.31832572894636
3318,Donostia/San Sebastian,POINT (-1.9726563342039627 43.322963317242305),3,-1.9726563342039627,43.322963317242305
3319,Donostia/San Sebastian,POINT (-1.9665132881095475 43.306442230946914),2,-1.9665132881095475,43.306442230946914
3320,Donostia/San Sebastian,POINT (-1.9801369715062005 43.3170910897093),4,-1.9801369715062005,43.3170910897093
3321,Donostia/San Sebastian,POINT (-1.9921979275923742 43.30370583177726),4,-1.9921979275923742,43.30370583177726
3322,Donostia/San Sebastian,POINT (-1.9463172992766526 43.31616701605031),1,-1.9463172992766526,43.31616701605031
3323,Donostia/San Sebastian,POINT (-1.9660047976390833 43.32735837271928),3,-1.9660047976390833,43.32735837271928
3324,Donostia/San Sebastian,POINT (-1.9882880269974692 43.323693915687706),2,-1.9882880269974692,43.323693915687706
3325,Donostia/San Sebastian,POINT (-2.0010159539734733 43.31341555790678),4,-2.0010159539734733,43.31341555790678
3326,Donostia/San Sebastian,POINT (-1.9835931204615604 43.31774963367747),4,-1.9835931204615604,43.31774963367747
3327,Donostia/San Sebastian,POINT (-1.9227272115037743 43.31301639462632),1,-1.9227272115037743,43.31301639462632
3328,Donostia/San Sebastian,POINT (-1.9829514252821372 43.32505910887745),3,-1.9829514252821372,43.32505910887745
3329,Donostia/San Sebastian,POINT (-1.9299782877016762 43.31806576443299),1,-1.9299782877016762,43.31806576443299
3330,Donostia/San Sebastian,POINT (-1.949620300916526 43.31289201454288),2,-1.949620300916526,43.31289201454288
3331,Donostia/San Sebastian,POINT (-1.9709227636926947 43.31837228404117),2,-1.9709227636926947,43.31837228404117
3332,Donostia/San Sebastian,POINT (-1.9525973634437896 43.29328445666257),1,-1.9525973634437896,43.29328445666257
3333,Donostia/San Sebastian,POINT (-1.9471560429775472 43.318124242793154),2,-1.9471560429775472,43.318124242793154
3334,Donostia/San Sebastian,POINT (-1.9759843883169574 43.31777381588586),2,-1.9759843883169574,43.31777381588586
3335,Donostia/San Sebastian,POINT (-1.9508076258250293 43.31735480793087),1,-1.9508076258250293,43.31735480793087
3336,Donostia/San Sebastian,POINT (-1.9857447319081027 43.32424053569191),2,-1.9857447319081027,43.32424053569191
3337,Donostia/San Sebastian,POINT (-1.9290346342210383 43.3168184113727),1,-1.9290346342210383,43.3168184113727
3338,Donostia/San Sebastian,POINT (-1.9762025111341808 43.32465580829583),4,-1.9762025111341808,43.32465580829583
3339,Donostia/San Sebastian,POINT (-1.968953903819828 43.317505024507554),1,-1.968953903819828,43.317505024507554
3340,Donostia/San Sebastian,POINT (-1.9991060106990182 43.31126062073729),4,-1.9991060106990182,43.31126062073729
3341,Donostia/San Sebastian,POINT (-1.9839256675919508 43.32395745279615),2,-1.9839256675919508,43.32395745279615
3342,Donostia/San Sebastian,POINT (-2.0118295744290178 43.30958842422141),4,-2.0118295744290178,43.30958842422141
3343,Donostia/San Sebastian,POINT (-1.977726793827798 43.32375755085977),4,-1.977726793827798,43.32375755085977
3344,Donostia/San Sebastian,POINT (-1.980683979249061 43.315042219737705),4,-1.980683979249061,43.315042219737705
3345,Donostia/San Sebastian,POINT (-1.9836885620515328 43.31699559806701),4,-1.9836885620515328,43.31699559806701
3346,Donostia/San Sebastian,POINT (-1.9998371399033237 43.29378924898401),4,-1.9998371399033237,43.29378924898401
3347,Donostia/San Sebastian,POINT (-1.976199838147293 43.32191300199336),3,-1.976199838147293,43.32191300199336
3348,Donostia/San Sebastian,POINT (-1.9777286688349085 43.30198920211186),2,-1.9777286688349085,43.30198920211186
3349,Donostia/San Sebastian,POINT (-1.9566072408193647 43.321013008952185),3,-1.9566072408193647,43.321013008952185
3350,Donostia/San Sebastian,POINT (-1.9769239459276644 43.320569956193296),4,-1.9769239459276644,43.320569956193296
3351,Donostia/San Sebastian,POINT (-2.0159813071053434 43.309578810991745),4,-2.0159813071053434,43.309578810991745
3352,Donostia/San Sebastian,POINT (-2.004309897640562 43.307283095844745),3,-2.004309897640562,43.307283095844745
3353,Donostia/San Sebastian,POINT (-1.97192232862627 43.32256380910325),3,-1.97192232862627,43.32256380910325
3354,Donostia/San Sebastian,POINT (-1.9632395412710788 43.32593772312339),3,-1.9632395412710788,43.32593772312339
3355,Donostia/San Sebastian,POINT (-1.9694076155330265 43.31850983674506),1,-1.9694076155330265,43.31850983674506
3356,Donostia/San Sebastian,POINT (-1.934417142070048 43.31702396354358),1,-1.934417142070048,43.31702396354358
3357,Donostia/San Sebastian,POINT (-1.999177519671656 43.312074978935804),4,-1.999177519671656,43.312074978935804
3358,Donostia/San Sebastian,POINT (-1.9621845451124484 43.32406269260162),3,-1.9621845451124484,43.32406269260162
3359,Donostia/San Sebastian,POINT (-2.0073381384807885 43.30955178420949),3,-2.0073381384807885,43.30955178420949
3360,Donostia/San Sebastian,POINT (-1.9205108384879133 43.31995934488164),1,-1.9205108384879133,43.31995934488164
3361,Donostia/San Sebastian,POINT (-2.010007942709002 43.31422015814206),4,-2.010007942709002,43.31422015814206
3362,Donostia/San Sebastian,POINT (-1.9192877383407414 43.31787894152528),1,-1.9192877383407414,43.31787894152528
3363,Donostia/San Sebastian,POINT (-1.9720634977876061 43.3206151471285),2,-1.9720634977876061,43.3206151471285
3364,Donostia/San Sebastian,POINT (-1.9770185448201312 43.323379786134105),3,-1.9770185448201312,43.323379786134105
3365,Donostia/San Sebastian,POINT (-1.96994445234947 43.32800301059686),3,-1.96994445234947,43.32800301059686
3366,Donostia/San Sebastian,POINT (-1.9717526036617907 43.29551921060489),4,-1.9717526036617907,43.29551921060489
3367,Donostia/San Sebastian,POINT (-1.969602610867214 43.31993661720602),2,-1.969602610867214,43.31993661720602
3368,Donostia/San Sebastian,POINT (-1.9457166887349182 43.320379367883234),3,-1.9457166887349182,43.320379367883234
3369,Donostia/San Sebastian,POINT (-1.9371396271118486 43.318141931669835),1,-1.9371396271118486,43.318141931669835
3370,Donostia/San Sebastian,POINT (-1.9400466387206239 43.31758499979182),1,-1.9400466387206239,43.31758499979182
3371,Donostia/San Sebastian,POINT (-1.9667564378118083 43.31150821798106),2,-1.9667564378118083,43.31150821798106
3372,Donostia/San Sebastian,POINT (-1.9915619607933766 43.29920169698672),4,-1.9915619607933766,43.29920169698672
3373,Donostia/San Sebastian,POINT (-1.9827774838449355 43.324528001553276),4,-1.9827774838449355,43.324528001553276
3374,Donostia/San Sebastian,POINT (-1.9651319426616645 43.32528113004262),3,-1.9651319426616645,43.32528113004262
3375,Donostia/San Sebastian,POINT (-1.9381373800922788 43.31234810066833),1,-1.9381373800922788,43.31234810066833
3376,Donostia/San Sebastian,POINT (-1.9770862651405108 43.32214542747054),3,-1.9770862651405108,43.32214542747054
3377,Donostia/San Sebastian,POINT (-1.9488358141467372 43.311794169026435),2,-1.9488358141467372,43.311794169026435
3378,Donostia/San Sebastian,POINT (-2.0102174194408384 43.31386984389529),4,-2.0102174194408384,43.31386984389529
3379,Donostia/San Sebastian,POINT (-1.9881157516461991 43.31497126242783),4,-1.9881157516461991,43.31497126242783
3380,Donostia/San Sebastian,POINT (-1.9829732621315797 43.313687021635644),1,-1.9829732621315797,43.313687021635644
3381,Donostia/San Sebastian,POINT (-1.973030621857864 43.32336334348128),2,-1.973030621857864,43.32336334348128
3382,Donostia/San Sebastian,POINT (-1.9509999417963604 43.317367829543606),1,-1.9509999417963604,43.317367829543606
3383,Donostia/San Sebastian,POINT (-1.9914806271757581 43.31357118925714),4,-1.9914806271757581,43.31357118925714
3384,Donostia/San Sebastian,POINT (-1.9780604325496665 43.30378890131182),2,-1.9780604325496665,43.30378890131182
3385,Donostia/San Sebastian,POINT (-1.982800733244394 43.31885649386915),4,-1.982800733244394,43.31885649386915
3386,Donostia/San Sebastian,POINT (-1.984351113945504 43.312626984777175),2,-1.984351113945504,43.312626984777175
3387,Donostia/San Sebastian,POINT (-1.9640888564418355 43.320202919475754),2,-1.9640888564418355,43.320202919475754
3388,Donostia/San Sebastian,POINT (-2.0039882066785912 43.31471692259422),4,-2.0039882066785912,43.31471692259422
3389,Donostia/San Sebastian,POINT (-1.981279557977868 43.313547568656325),3,-1.981279557977868,43.313547568656325
3390,Donostia/San Sebastian,POINT (-1.9846175836654554 43.324714837042606),3,-1.9846175836654554,43.324714837042606
3391,Donostia/San Sebastian,POINT (-1.969017799762007 43.31959358121003),2,-1.969017799762007,43.31959358121003
3392,Donostia/San Sebastian,POINT (-1.982237059590896 43.312934439267664),2,-1.982237059590896,43.312934439267664
3393,Donostia/San Sebastian,POINT (-2.002631966036857 43.29302694441533),4,-2.002631966036857,43.29302694441533
3394,Donostia/San Sebastian,POINT (-2.002870884382858 43.31490884864663),4,-2.002870884382858,43.31490884864663
3395,Donostia/San Sebastian,POINT (-1.9806822286177022 43.318782256393746),4,-1.9806822286177022,43.318782256393746
3396,Donostia/San Sebastian,POINT (-1.932333128287938 43.315534195502224),1,-1.932333128287938,43.315534195502224
3397,Donostia/San Sebastian,POINT (-1.9691012038282925 43.3185786759855),1,-1.9691012038282925,43.3185786759855
3398,Donostia/San Sebastian,POINT (-1.9769175912614332 43.31766039894317),4,-1.9769175912614332,43.31766039894317
3399,Donostia/San Sebastian,POINT (-1.9335177198723907 43.31493016519619),1,-1.9335177198723907,43.31493016519619
3400,Donostia/San Sebastian,POINT (-1.9207896489691028 43.320107024407896),1,-1.9207896489691028,43.320107024407896
3401,Donostia/San Sebastian,POINT (-2.004604979829769 43.31275031199056),3,-2.004604979829769,43.31275031199056
3402,Donostia/San Sebastian,POINT (-1.991576157698109 43.29567672549032),4,-1.991576157698109,43.29567672549032
3403,Donostia/San Sebastian,POINT (-2.0044002687768234 43.31271077834943),3,-2.0044002687768234,43.31271077834943
3404,Donostia/San Sebastian,POINT (-1.986179339162445 43.32271645804206),3,-1.986179339162445,43.32271645804206
3405,Donostia/San Sebastian,POINT (-1.9844393775254348 43.323063160907274),2,-1.9844393775254348,43.323063160907274
3406,Donostia/San Sebastian,POINT (-1.984746509820053 43.30041946478478),3,-1.984746509820053,43.30041946478478
3407,Donostia/San Sebastian,POINT (-1.9714871465112491 43.3162244877415),1,-1.9714871465112491,43.3162244877415
3408,Donostia/San Sebastian,POINT (-1.9631177222252858 43.32228291762682),3,-1.9631177222252858,43.32228291762682
3409,Donostia/San Sebastian,POINT (-2.0126672201289852 43.309780675075764),4,-2.0126672201289852,43.309780675075764
3410,Donostia/San Sebastian,POINT (-1.9824480868061896 43.31693552628712),4,-1.9824480868061896,43.31693552628712
3411,Donostia/San Sebastian,POINT (-1.9655891099836655 43.3108558429511),2,-1.9655891099836655,43.3108558429511
3412,Donostia/San Sebastian,POINT (-1.9545786581690598 43.31157339602139),2,-1.9545786581690598,43.31157339602139
3413,Donostia/San Sebastian,POINT (-1.9679149799798916 43.315347523015866),2,-1.9679149799798916,43.315347523015866
3414,Donostia/San Sebastian,POINT (-2.003872446025043 43.312562355370446),3,-2.003872446025043,43.312562355370446
3415,Donostia/San Sebastian,POINT (-1.9834839451957786 43.30846306084253),1,-1.9834839451957786,43.30846306084253
