,Town,Centroide,Percentil,D_long,D_lat
204,Andoain,POINT (-2.020656885635624 43.21954379417273),2,-2.020656885635624,43.21954379417273
205,Andoain,POINT (-2.020467652953373 43.21753104942834),1,-2.020467652953373,43.21753104942834
206,Andoain,POINT (-2.022304687035314 43.21329907100199),4,-2.022304687035314,43.21329907100199
207,Andoain,POINT (-2.030823351125772 43.20813840546914),4,-2.030823351125772,43.20813840546914
208,Andoain,POINT (-2.019791951333849 43.21697249219188),3,-2.019791951333849,43.21697249219188
209,Andoain,POINT (-2.019132916986083 43.215343871527466),4,-2.019132916986083,43.215343871527466
210,Andoain,POINT (-2.0258991734820446 43.21768125078345),4,-2.0258991734820446,43.21768125078345
211,Andoain,POINT (-2.0262969338540526 43.21797597081395),4,-2.0262969338540526,43.21797597081395
212,Andoain,POINT (-2.021453535511828 43.2207713690188),1,-2.021453535511828,43.2207713690188
213,Andoain,POINT (-2.0199901580937363 43.21598256426531),3,-2.0199901580937363,43.21598256426531
214,Andoain,POINT (-2.0209936942033 43.217539511324034),1,-2.0209936942033,43.217539511324034
215,Andoain,POINT (-2.019165500670321 43.21575981819842),4,-2.019165500670321,43.21575981819842
216,Andoain,POINT (-2.0194156424271794 43.22138607492099),1,-2.0194156424271794,43.22138607492099
217,Andoain,POINT (-2.0159938811768567 43.22287644713278),3,-2.0159938811768567,43.22287644713278
218,Andoain,POINT (-2.0168599459638794 43.22028131307195),3,-2.0168599459638794,43.22028131307195
219,Andoain,POINT (-2.0197977439699786 43.21461146462187),3,-2.0197977439699786,43.21461146462187
220,Andoain,POINT (-2.0209614646919887 43.21917318263721),2,-2.0209614646919887,43.21917318263721
221,Andoain,POINT (-2.017967227671338 43.21951938206773),3,-2.017967227671338,43.21951938206773
222,Andoain,POINT (-2.022319744977926 43.2201949858512),2,-2.022319744977926,43.2201949858512
223,Andoain,POINT (-2.0183648488361787 43.221317837117276),1,-2.0183648488361787,43.221317837117276
224,Andoain,POINT (-2.0215160140506527 43.21597640883324),1,-2.0215160140506527,43.21597640883324
225,Andoain,POINT (-2.030599110165169 43.209905494575004),4,-2.030599110165169,43.209905494575004
226,Andoain,POINT (-2.021713589143061 43.21899283370603),2,-2.021713589143061,43.21899283370603
227,Andoain,POINT (-2.0185201354446733 43.2180365439338),4,-2.0185201354446733,43.2180365439338
228,Andoain,POINT (-2.020882893790828 43.22119971374685),1,-2.020882893790828,43.22119971374685
229,Andoain,POINT (-2.0330459526749904 43.21274004841814),4,-2.0330459526749904,43.21274004841814
230,Andoain,POINT (-2.0212303414419943 43.21570096114219),4,-2.0212303414419943,43.21570096114219
231,Andoain,POINT (-2.022274079205547 43.21897931066457),2,-2.022274079205547,43.21897931066457
232,Andoain,POINT (-2.0182658863006533 43.218967090653294),4,-2.0182658863006533,43.218967090653294
233,Andoain,POINT (-2.0221511439013367 43.218823698116246),2,-2.0221511439013367,43.218823698116246
234,Andoain,POINT (-2.034256982651974 43.21244272777457),4,-2.034256982651974,43.21244272777457
235,Andoain,POINT (-2.025013855402139 43.223424497454836),1,-2.025013855402139,43.223424497454836
236,Andoain,POINT (-2.023315369838929 43.22371118619652),1,-2.023315369838929,43.22371118619652
237,Andoain,POINT (-2.020342915989649 43.220476886430625),2,-2.020342915989649,43.220476886430625
238,Andoain,POINT (-2.0316872479107664 43.2084952551671),4,-2.0316872479107664,43.2084952551671
239,Andoain,POINT (-2.0217399263835825 43.21622730068312),1,-2.0217399263835825,43.21622730068312
240,Andoain,POINT (-2.021317883551456 43.218788577332724),2,-2.021317883551456,43.218788577332724
241,Andoain,POINT (-2.0237454313626175 43.223194915094346),1,-2.0237454313626175,43.223194915094346
242,Andoain,POINT (-2.0214490893267616 43.2154275765792),1,-2.0214490893267616,43.2154275765792
243,Andoain,POINT (-2.0196944134171697 43.2205510059161),2,-2.0196944134171697,43.2205510059161
244,Andoain,POINT (-2.0342813599795395 43.211663202299434),4,-2.0342813599795395,43.211663202299434
245,Andoain,POINT (-2.0182442646744 43.22098169786993),1,-2.0182442646744,43.22098169786993
246,Andoain,POINT (-2.0230836281892097 43.220036999652876),2,-2.0230836281892097,43.220036999652876
247,Andoain,POINT (-2.030305234023641 43.20956672195611),4,-2.030305234023641,43.20956672195611
248,Andoain,POINT (-2.0185158686814835 43.21742079439942),4,-2.0185158686814835,43.21742079439942
249,Andoain,POINT (-2.030067842540992 43.20969189212167),4,-2.030067842540992,43.20969189212167
250,Andoain,POINT (-2.022214444798645 43.22063652797865),2,-2.022214444798645,43.22063652797865
251,Andoain,POINT (-2.0166706654127 43.22283136077032),3,-2.0166706654127,43.22283136077032
252,Andoain,POINT (-2.027274764917307 43.21086564010265),2,-2.027274764917307,43.21086564010265
253,Andoain,POINT (-2.0254122811808535 43.2129036693798),2,-2.0254122811808535,43.2129036693798
254,Andoain,POINT (-2.021867918308844 43.219640217882485),2,-2.021867918308844,43.219640217882485
255,Andoain,POINT (-2.0162005204783195 43.22305450096856),3,-2.0162005204783195,43.22305450096856
256,Andoain,POINT (-2.0170636805027478 43.22057721781695),3,-2.0170636805027478,43.22057721781695
257,Andoain,POINT (-2.0224409036836573 43.22061528652553),2,-2.0224409036836573,43.22061528652553
258,Andoain,POINT (-2.015537332090338 43.22159639469136),3,-2.015537332090338,43.22159639469136
259,Andoain,POINT (-2.0246090858100145 43.22311051429491),1,-2.0246090858100145,43.22311051429491
260,Andoain,POINT (-2.0210743491254175 43.21748563996506),1,-2.0210743491254175,43.21748563996506
261,Andoain,POINT (-2.0186964195069765 43.22064943714796),1,-2.0186964195069765,43.22064943714796
262,Andoain,POINT (-2.0266291816375412 43.22435814152582),1,-2.0266291816375412,43.22435814152582
263,Andoain,POINT (-2.025202492021409 43.21282522254824),2,-2.025202492021409,43.21282522254824
264,Andoain,POINT (-2.0142416264439706 43.2222656567107),3,-2.0142416264439706,43.2222656567107
265,Andoain,POINT (-2.0209899159431854 43.21652942075604),4,-2.0209899159431854,43.21652942075604
266,Andoain,POINT (-2.014585891056627 43.222907134750656),3,-2.014585891056627,43.222907134750656
267,Andoain,POINT (-2.0247188488598575 43.211972352023835),2,-2.0247188488598575,43.211972352023835
268,Andoain,POINT (-2.0313897789329607 43.208903050745434),4,-2.0313897789329607,43.208903050745434
269,Andoain,POINT (-2.015304521349126 43.22535233384873),3,-2.015304521349126,43.22535233384873
270,Andoain,POINT (-2.022758505704072 43.20910204195304),4,-2.022758505704072,43.20910204195304
271,Andoain,POINT (-2.0348913001383955 43.21388956928625),4,-2.0348913001383955,43.21388956928625
272,Aretxabaleta,POINT (-2.5070222430056472 43.028519437353715),2,-2.5070222430056472,43.028519437353715
273,Aretxabaleta,POINT (-2.5049901131404617 43.033389802936796),3,-2.5049901131404617,43.033389802936796
274,Aretxabaleta,POINT (-2.5067674014597583 43.03063887701648),2,-2.5067674014597583,43.03063887701648
275,Aretxabaleta,POINT (-2.505137500676295 43.03371720125927),3,-2.505137500676295,43.03371720125927
276,Aretxabaleta,POINT (-2.503603189855585 43.03471757502183),3,-2.503603189855585,43.03471757502183
277,Aretxabaleta,POINT (-2.5038248448812106 43.03876588613891),1,-2.5038248448812106,43.03876588613891
278,Aretxabaleta,POINT (-2.504062667333973 43.03645368049552),1,-2.504062667333973,43.03645368049552
279,Aretxabaleta,POINT (-2.504014006885458 43.035510223157964),3,-2.504014006885458,43.035510223157964
280,Aretxabaleta,POINT (-2.505447592863965 43.03669428794939),3,-2.505447592863965,43.03669428794939
281,Aretxabaleta,POINT (-2.506440350207552 43.02783550845421),4,-2.506440350207552,43.02783550845421
282,Aretxabaleta,POINT (-2.5106272628232724 43.03005338786666),4,-2.5106272628232724,43.03005338786666
283,Aretxabaleta,POINT (-2.5080604199464664 43.03819138883733),3,-2.5080604199464664,43.03819138883733
284,Aretxabaleta,POINT (-2.503858019640764 43.038542357934624),1,-2.503858019640764,43.038542357934624
285,Aretxabaleta,POINT (-2.504468161457151 43.03691827008931),1,-2.504468161457151,43.03691827008931
286,Aretxabaleta,POINT (-2.5038314107416566 43.03339439816993),3,-2.5038314107416566,43.03339439816993
