,Hora_Ini,Hora_Ini_E,Recur,Per_hog,Turismos,Sexo,Edad,crnt_tur,Income,Income_Percentile,O_long,O_lat,D_long,D_lat,drive_tt,distance,walk_tt,transit_tt_gm,Tipo_familia,Mun_Ori,Mun_Des,prediction
0,18:00,217,22,2,2,2,5,1,21756.57,1,-1.951619540841184,43.31823501756152,-1.8957549682824804,43.31173286650537,9.845066666666666,5500.987,88.62635,10.1634,4,69,67,PT
1,13:30,163,23,1,1,1,5,2,23126.5,2,-1.966412302096313,43.30971996305466,-1.9313356345074293,43.32452447569088,5.7537666666666665,4348.883,77.07583333333334,9.7938,1,69,67,PT
2,16:00,193,22,2,2,2,5,2,22182.27,1,-1.939176393421523,43.3136589174737,-1.9639802721203536,43.27153411689238,8.317516666666666,7418.76,110.26303333333334,13.5612,2,69,67,PT
3,08:00,97,22,2,3,1,3,1,22642.935,2,-1.9579149048556348,43.31954500528849,-1.8988378920575135,43.32098121371322,6.852183333333333,5234.664,86.53928333333333,11.810999999999998,2,69,67,Car
4,19:00,229,22,1,2,2,5,1,24338.91,3,-2.035872243991659,43.30917362751989,-2.004880784669889,43.31291613068946,8.7548,3501.975,53.93076666666666,10.370399999999998,1,69,67,Car
5,17:00,205,22,2,3,2,3,1,23969.435,2,-2.046359457855633,43.30605392091678,-2.020281558408339,43.3013654720065,5.458816666666666,2490.757,47.8193,15.864,2,69,67,Car
6,15:00,181,22,1,2,2,4,1,23692.86,2,-2.0289548221574294,43.31162460202518,-2.004880784669889,43.31291613068946,7.149249999999999,2859.743,43.823,11.563199999999998,3,69,67,PT
7,13:30,163,22,1,2,2,5,1,21388.620000000003,1,-1.9722197198842644,43.30860051949245,-2.008317874610272,43.29677775134412,6.403499999999999,3886.705,66.72941666666667,14.320799999999998,5,69,67,PT
8,18:00,217,22,2,2,2,5,1,21756.57,1,-1.9875587129601016,43.31455605843615,-1.944728995951136,43.299159801907216,12.640483333333332,6569.015,73.45156666666666,15.7416,4,69,67,PT
9,19:00,229,23,1,1,1,5,2,23126.5,2,-1.9300156000875364,43.32036563849564,-1.8673955082454887,43.31664237252656,9.715616666666667,6282.141,106.48023333333335,22.7574,1,69,67,PT
10,17:00,205,99,2,1,1,4,2,21338.35,1,-1.9405695346371077,43.30809072848519,-1.9639802721203536,43.27153411689238,7.0117,6253.147,96.81468333333333,13.827,2,69,67,PT
11,18:00,217,22,2,3,1,5,1,27437.11,4,-1.9979128222939024,43.30161529174048,-1.9840712945170904,43.32258816432493,7.6744666666666665,3268.954,53.24536666666667,11.4144,4,69,67,Car
