,Hora_Ini,Hora_Ini_E,Recur,Per_hog,Turismos,Sexo,Edad,crnt_tur,Income,Income_Percentile,O_long,O_lat,D_long,D_lat,drive_tt,distance,walk_tt,transit_tt_gm,Tipo_familia,Mun_Ori,Mun_Des,prediction
0,18:00,217,22,2,2,2,5,1,21756.57,1,-1.9868576488135443,43.31488935034723,-2.033693,43.256347,12.285599999999999,9602.48,157.12845000000002,15.488399999999999,4,69,67,Car
1,13:30,163,23,1,1,1,5,2,23126.5,2,-1.9646387455567236,43.273661575498565,-2.033693,43.256347,10.490883333333333,6810.368,125.98876666666666,17.126,1,69,67,Car
2,16:00,193,22,2,2,2,5,2,22182.27,1,-1.9865329223438213,43.31528539604412,-2.033693,43.256347,12.283183333333334,9618.229,156.86596666666668,17.0592,2,69,67,Car
3,08:00,97,22,2,3,1,3,1,22642.935,2,-1.9805630153734588,43.3131572319545,-2.033693,43.256347,10.5291,9208.187,158.05048333333335,16.0836,2,69,67,Car
4,19:00,229,22,1,2,2,5,1,24338.91,3,-2.0186224193991302,43.21868435458664,-2.033693,43.256347,6.964083333333334,5147.146,123.2487,12.215600000000002,1,69,67,Car
5,17:00,205,22,2,3,2,3,1,23969.435,2,-1.986585353115836,43.253482963325816,-2.033693,43.256347,10.372549999999999,4418.273,84.96391666666666,16.806800000000003,2,69,67,Car
6,15:00,181,22,1,2,2,4,1,23692.86,2,-1.9766159618730548,43.26282301651289,-2.033693,43.256347,10.029533333333335,5855.029,103.22121666666666,15.2968,3,69,67,Car
7,13:30,163,22,1,2,2,5,1,21388.620000000003,1,-1.9786175946873432,43.274741368132254,-2.033693,43.256347,10.774466666666665,6045.721,105.63418333333334,13.326,5,69,67,Car
8,18:00,217,22,2,2,2,5,1,21756.57,1,-2.0214803683376283,43.215566207485566,-2.033693,43.256347,6.049433333333334,5100.399,128.67398333333333,11.6812,4,69,67,Car
9,19:00,229,23,1,1,1,5,2,23126.5,2,-2.1261316093143323,43.2770967369016,-2.033693,43.256347,11.503183333333334,12696.877,173.00593333333333,18.9212,1,69,67,Car
10,17:00,205,99,2,1,1,4,2,21338.35,1,-2.052355050729263,43.18738201557359,-2.033693,43.256347,9.712316666666668,9048.014,171.22143333333332,14.390799999999999,2,69,67,Car
11,18:00,217,22,2,3,1,5,1,27437.11,4,-2.0224451691450995,43.22288344469172,-2.033693,43.256347,5.250333333333333,4471.806,119.48668333333333,12.0244,4,69,67,Car
12,18:00,217,22,2,2,2,5,1,21756.57,1,-2.053055565669446,43.18769531907608,-2.033693,43.256347,9.712316666666668,9048.014,170.89636666666667,13.0564,4,69,67,Car
13,18:00,217,22,2,2,2,5,1,21756.57,1,-2.0027601054970496,43.31312821635345,-2.033693,43.256347,9.40555,8164.73,140.14874999999998,16.0924,4,69,67,Car
14,15:30,187,22,2,2,2,5,1,21756.57,1,-1.9749994771655195,43.26757551177101,-2.033693,43.256347,10.582133333333333,5826.203,107.26091666666666,12.774000000000001,4,69,67,Car
15,13:00,157,22,2,2,1,3,1,18964.025,1,-1.9766660289715792,43.291699818694745,-2.033693,43.256347,10.0212,7525.117,126.47418333333333,13.421600000000002,2,69,67,Car
16,05:30,67,22,2,3,1,3,1,24412.785,3,-1.986336855594444,43.25360447153266,-2.033693,43.256347,10.372549999999999,4418.273,86.10146666666667,18.7508,6,69,67,Car
17,11:30,139,99,2,3,1,3,1,21297.335,1,-1.941195643805909,43.28241251529435,-2.033693,43.256347,11.371583333333332,9614.943,165.48106666666666,20.098,6,69,67,Car
18,18:00,217,22,2,3,1,5,1,27437.11,4,-2.0174148021631533,43.30529582673627,-2.033693,43.256347,8.989233333333335,7885.373,126.57145,17.128,4,69,67,Car
19,18:00,217,22,2,2,2,5,1,21756.57,1,-2.0330459526749904,43.21274004841814,-2.033693,43.256347,6.089533333333334,5636.403,123.92378333333333,16.2512,4,69,67,Car
20,11:15,136,23,2,2,1,4,1,20912.65,1,-1.9744493963425955,43.26638005027184,-2.033693,43.256347,11.19295,6115.921,106.911,13.346000000000002,4,69,67,Car
21,20:20,245,21,1,2,2,5,1,22983.81,2,-2.0329095147970384,43.21215553612437,-2.033693,43.256347,6.089533333333334,5636.403,124.70203333333333,15.722800000000001,5,69,67,Car
22,18:00,217,22,2,2,2,5,1,21756.57,1,-1.9908772388477392,43.29297655624711,-2.033693,43.256347,11.4765,7237.229,110.20428333333332,14.8944,4,69,67,Car
