,Hora_Ini,Hora_Ini_E,Recur,Per_hog,Turismos,Sexo,Edad,crnt_tur,Income,Income_Percentile,O_long,O_lat,D_long,D_lat,drive_tt,distance,walk_tt,transit_tt_gm,Tipo_familia,Mun_Ori,Mun_Des,prediction
0,18:00,217,22,2,2,2,5,1,21756.57,1,-1.951619540841184,43.31823501756152,-1.9502772831339474,43.316010011868954,3.9057833333333334,2107.061,5.207483333333333,2.3261999999999996,4,69,67,Car
1,13:30,163,23,1,1,1,5,2,23126.5,2,-1.966412302096313,43.30971996305466,-1.962965247279446,43.31296811191359,3.00395,1903.721,29.54315,9.004199999999999,1,69,67,Car
2,16:00,193,22,2,2,2,5,2,22182.27,1,-1.939176393421523,43.3136589174737,-1.9404004089579368,43.317172806569445,1.53165,707.63,9.03085,4.0074,2,69,67,Andando
3,08:00,97,22,2,3,1,3,1,22642.935,2,-1.9579149048556348,43.31954500528849,-1.9588948263015173,43.3204054458168,0.0,0.0,1.3385333333333334,0.8046,2,69,67,Andando
4,19:00,229,22,1,2,2,5,1,24338.91,3,-2.035872243991659,43.30917362751989,-2.0397063273766047,43.30811992780906,0.6234000000000001,249.375,5.286966666666667,2.3628,1,69,67,Andando
5,17:00,205,22,2,3,2,3,1,23969.435,2,-2.046359457855633,43.30605392091678,-2.0447524178061602,43.30157803533215,0.0869,34.763,5.318433333333333,2.3741999999999996,2,69,67,Andando
6,15:00,181,22,1,2,2,4,1,23692.86,2,-2.0289548221574294,43.31162460202518,-2.029394345164262,43.31115649078786,0.0,0.0,0.0,0.0,3,69,67,Andando
7,13:30,163,22,1,2,2,5,1,21388.620000000003,1,-1.9722197198842644,43.30860051949245,-1.9706601215454358,43.30931769421368,0.29461666666666664,117.855,2.865933333333333,1.2804,5,69,67,Andando
8,18:00,217,22,2,2,2,5,1,21756.57,1,-1.9875587129601016,43.31455605843615,-1.982885575195768,43.31568060322975,1.0664666666666667,515.845,7.72555,3.4548,4,69,67,Andando
9,19:00,229,23,1,1,1,5,2,23126.5,2,-1.9300156000875364,43.32036563849564,-1.9287304940709993,43.31953051894696,0.5021666666666667,200.888,4.017833333333333,1.7952,1,69,67,Andando
10,17:00,205,99,2,1,1,4,2,21338.35,1,-1.9405695346371077,43.30809072848519,-1.9417798838981732,43.31097000029058,3.9508,2863.353,12.219050000000001,5.6184,2,69,67,Car
11,18:00,217,22,2,3,1,5,1,27437.11,4,-1.9979128222939024,43.30161529174048,-1.9951291083915965,43.3032014697964,0.7130333333333333,285.227,8.3879,3.7476000000000003,4,69,67,Andando
12,18:00,217,22,2,2,2,5,1,21756.57,1,-1.9525835587351672,43.31918327446686,-1.948640196253943,43.3176574033981,1.6241166666666667,649.681,9.629666666666667,4.1777999999999995,4,69,67,Andando
13,18:00,217,22,2,2,2,5,1,21756.57,1,-1.9196738359247456,43.31664561199605,-1.9219212999278754,43.31544985882591,3.5385166666666668,1415.424,7.275049999999999,3.2538,4,69,67,Andando
14,15:30,187,22,2,2,2,5,1,21756.57,1,-2.027479802924587,43.31615329333824,-2.024226672860266,43.31526051667853,0.9770666666666667,390.833,5.9002,2.6382,4,69,67,Andando
15,13:00,157,22,2,2,1,3,1,18964.025,1,-1.95462723158688,43.292894442096646,-1.9519024825466962,43.28941548197692,3.803516666666667,1521.471,24.2805,10.8576,2,69,67,Andando
16,05:30,67,22,2,3,1,3,1,24412.785,3,-1.9994449571861348,43.30667494392038,-1.998387485198649,43.31050514094383,2.26845,907.401,15.052266666666666,6.7307999999999995,6,69,67,Andando
17,11:30,139,99,2,3,1,3,1,21297.335,1,-1.9401925207886053,43.32391479934409,-1.9397890544138088,43.320001126932326,0.9791666666666666,564.742,11.221916666666667,4.6373999999999995,6,69,67,Andando
18,18:00,217,22,2,3,1,5,1,27437.11,4,-1.98022004039675,43.315058631096186,-1.984024688348887,43.31513282437434,1.2745666666666666,629.448,7.371033333333333,3.2945999999999995,4,69,67,Andando
19,18:00,217,22,2,2,2,5,1,21756.57,1,-1.9674921852757623,43.30648604575752,-1.968005763068228,43.30695182078614,3.17035,2176.17,2.0492833333333333,0.9161999999999999,4,69,67,Car
20,11:15,136,23,2,2,1,4,1,20912.65,1,-1.9693237610427967,43.31788261524028,-1.96454728477684,43.317069399916925,1.4868166666666667,594.743,7.901916666666667,3.5321999999999996,4,69,67,Andando
21,20:20,245,21,1,2,2,5,1,22983.81,2,-1.9684869787656305,43.3154054946754,-1.9711129502699711,43.315186196799715,0.6154499999999999,246.186,4.35195,1.9457999999999998,5,69,67,Andando
22,18:00,217,22,2,2,2,5,1,21756.57,1,-1.9984560778694005,43.311298230669216,-1.9981999024446,43.31409340909417,1.7313666666666667,731.794,8.386916666666666,3.7488,4,69,67,Andando
23,13:00,157,22,2,2,1,3,1,18964.025,1,-1.966126806041241,43.3108800695693,-1.9687622062477577,43.30836140673743,2.5869333333333335,1034.829,8.541083333333335,2.7887999999999997,2,69,67,Andando
24,06:00,73,22,2,2,1,4,1,21489.35,1,-1.9324588937391665,43.31553450950848,-1.933326802133271,43.31489205095308,0.20653333333333332,82.615,1.3769166666666666,0.6156,6,69,67,Andando
25,13:30,163,23,1,1,1,5,2,23126.5,2,-2.058310405437929,43.31034401376812,-2.0540958746418365,43.30958551684556,0.66,264.004,8.343683333333333,3.7319999999999998,1,69,67,Andando
26,06:00,73,22,2,2,1,4,1,21489.35,1,-1.9748014199269623,43.30400080151159,-1.970765107772239,43.30497876373873,1.09265,437.084,9.10075,4.0662,6,69,67,Andando
